Item_ID,Item_Name,Category,Cost_Price_NGN,Wholesale_Price_NGN,Retail_Price_NGN,Stock_Quantity
ITEM00158,Bluetooth Speaker,Electronics,17333.88,20335.56,25339.02,620
ITEM00159,Power Bank,Electronics,11904.07,13059.79,16842.63,255
ITEM00160,Plastic Chair,Fashion,10095.06,11570.19,13240.34,415
ITEM00161,Cooking Gas Cylinder,Household,38577.31,43620.33,56297.73,106
ITEM00162,Sneakers,Fashion,21317.25,25558.92,29777.54,201
ITEM00163,Yam Tubers,Food,24205.63,28041.94,33974.76,15
ITEM00164,Yam Tubers,Food,23094.86,27534.25,34151.22,979
ITEM00165,Phone Charger,Electronics,4787.92,5254.46,5989.32,861
ITEM00166,Plastic Chair,Fashion,12009.2,13619.69,16193.16,409
ITEM00167,Tomato Basket,Food,21252.44,24920.46,27750.56,14
ITEM00168,Garri 25kg,Food,27002.06,30354.18,37621.3,341
ITEM00169,Tomato Basket,Food,19426.48,22455.09,26571.62,439
ITEM00170,Rice 50kg,Food,81194.92,92676.23,118470.71,177
ITEM00171,Beans 50kg,Food,72399.92,86809.79,100247.8,665
ITEM00172,Beans 50kg,Food,68892.79,75841.64,97435.29,997
ITEM00173,Plastic Chair,Fashion,10665.53,12715.89,14346.17,845
ITEM00174,Ankara Fabric,Fashion,15369.25,17339.41,21178.23,857
ITEM00175,Sneakers,Fashion,22541.19,25610.38,29748.04,832
ITEM00176,Phone Charger,Electronics,4801.42,5490.09,6238.7,79
ITEM00177,Ankara Fabric,Fashion,15370.47,17089.57,19119.59,555
ITEM00178,Garri 25kg,Food,33955.87,40598.96,49982.53,570
ITEM00179,LED Bulb,Household,2684.24,3192.57,3660.71,109
ITEM00180,Power Bank,Electronics,12857.58,15387.29,18688.84,155
ITEM00181,LED Bulb,Household,2725.43,3269.51,4236.91,569
ITEM00182,Garri 25kg,Food,34288.95,39788.08,46281.19,718
ITEM00183,Power Bank,Electronics,12096.64,13720.04,15187.93,217
ITEM00184,Sneakers,Fashion,22545.7,26651.01,30077.38,489
ITEM00185,Power Bank,Electronics,12630.51,13677.03,15371.13,84
ITEM00186,Phone Charger,Electronics,5144.41,6071.06,7240.69,119
ITEM00187,Garri 25kg,Food,28570.7,32561.3,40666.78,584
ITEM00188,Yam Tubers,Food,26285.53,30511.88,35372.09,561
ITEM00189,Vegetable Oil 5L,Food,22700.17,25535.09,28833.42,752
ITEM00190,Tomato Basket,Food,19063.52,21431.87,26321.62,911
ITEM00191,Sneakers,Fashion,24961.07,27052.96,31387.81,198
ITEM00192,School Bag,Electronics,10126.12,11451.17,13913.56,347
ITEM00193,School Bag,Electronics,11683.58,13190.79,16973.34,857
ITEM00194,Yam Tubers,Food,28652.08,31717.14,36736.99,60
ITEM00195,Cooking Gas Cylinder,Household,38935.93,43206.38,51955.6,829
ITEM00196,Beans 50kg,Food,62983.19,72436.76,91369.0,945
ITEM00197,Tomato Basket,Food,20822.05,23281.81,28830.89,108
ITEM00198,Garri 25kg,Food,26648.99,31435.95,39304.24,150
ITEM00199,Tomato Basket,Food,18391.82,20109.0,25227.01,687
ITEM00200,Cooking Gas Cylinder,Household,38892.7,44700.06,53996.92,480
ITEM00201,Yam Tubers,Food,26415.64,29036.22,35052.88,987
ITEM00202,LED Bulb,Household,2524.56,2886.55,3590.23,549
ITEM00203,Power Bank,Electronics,13045.85,14954.53,18536.58,658
ITEM00204,Sneakers,Fashion,24061.16,27840.58,34355.6,244
ITEM00205,Phone Charger,Electronics,5101.76,5771.58,6789.84,331
ITEM00206,Vegetable Oil 5L,Food,24267.78,27692.86,35051.09,185
ITEM00207,Ankara Fabric,Fashion,17325.05,19087.26,21897.68,155
ITEM00208,Cooking Gas Cylinder,Household,32164.45,36524.73,41314.81,122
ITEM00209,Vegetable Oil 5L,Food,22077.38,24831.83,29029.22,893
ITEM00210,Plastic Chair,Fashion,11471.25,13305.92,15312.0,79
ITEM00211,Vegetable Oil 5L,Food,27969.16,31666.08,39032.77,521
ITEM00212,Ankara Fabric,Fashion,14324.74,16810.39,19268.13,513
ITEM00213,Plastic Chair,Fashion,10173.91,11507.91,14169.66,65
ITEM00214,Phone Charger,Electronics,4280.88,4744.47,5705.91,843
ITEM00215,Ankara Fabric,Fashion,17176.62,19114.88,21609.18,505
ITEM00216,Vegetable Oil 5L,Food,22489.02,24410.35,28112.9,135
ITEM00217,Beans 50kg,Food,70066.75,80211.73,96602.63,137
ITEM00218,Beans 50kg,Food,80308.32,94740.19,118105.11,703
ITEM00219,Phone Charger,Electronics,4097.48,4803.45,5666.39,623
ITEM00220,LED Bulb,Household,2542.36,2879.32,3301.33,418
ITEM00221,Garri 25kg,Food,31114.29,34335.69,39795.6,411
ITEM00222,Phone Charger,Electronics,5242.72,6205.38,6943.97,44
ITEM00223,Sneakers,Fashion,21044.86,22871.84,25274.07,41
ITEM00224,Palm Oil 25L,Food,57413.04,64756.56,83835.51,540
ITEM00225,Ankara Fabric,Fashion,13955.91,16506.97,18475.95,370
ITEM00226,Tomato Basket,Food,20372.65,22963.66,25833.61,259
ITEM00227,Plastic Chair,Fashion,11939.54,13063.59,16645.53,385
ITEM00228,Bluetooth Speaker,Electronics,15146.98,16842.14,20761.33,609
ITEM00229,Bluetooth Speaker,Electronics,16456.63,18958.1,22507.33,300
ITEM00230,Palm Oil 25L,Food,65954.42,72434.06,89079.75,355
ITEM00231,Phone Charger,Electronics,4083.9,4731.57,6089.52,289
ITEM00232,Table Fan,Household,25369.95,28733.48,32177.92,669
ITEM00233,Rice 50kg,Food,83354.04,93367.09,107254.72,64
ITEM00234,Ankara Fabric,Fashion,14728.54,16332.64,20776.1,919
ITEM00235,Power Bank,Electronics,12576.78,14825.51,18622.73,558
ITEM00236,Ankara Fabric,Fashion,15314.17,17268.28,22428.92,252
ITEM00237,Sneakers,Fashion,19898.05,23253.21,27038.41,761
ITEM00238,Phone Charger,Electronics,4842.66,5485.97,7071.29,940
ITEM00239,Tomato Basket,Food,20178.17,22014.87,25729.6,67
ITEM00240,School Bag,Electronics,10737.18,12163.73,15119.74,212
ITEM00241,Garri 25kg,Food,27215.92,31051.25,39638.43,152
ITEM00242,Bluetooth Speaker,Electronics,18756.48,21287.5,24143.36,79
ITEM00243,Beans 50kg,Food,63174.53,74416.38,84918.6,741
ITEM00244,Sneakers,Fashion,23747.76,28243.26,34349.22,200
ITEM00245,School Bag,Electronics,10060.78,11815.52,14991.11,389
ITEM00246,Beans 50kg,Food,75937.99,87323.66,97434.86,816
ITEM00247,Ankara Fabric,Fashion,14134.17,16183.26,20555.59,615
ITEM00248,Phone Charger,Electronics,4348.79,5033.09,5881.79,680
ITEM00249,Plastic Chair,Fashion,10990.19,12249.0,14469.07,106
ITEM00250,Rice 50kg,Food,70510.23,83020.26,96965.36,971
ITEM00251,Palm Oil 25L,Food,54137.76,64035.33,82112.24,91
ITEM00252,Power Bank,Electronics,14407.25,16021.81,18043.11,712
ITEM00253,Palm Oil 25L,Food,64971.69,77208.34,93796.93,643
ITEM00254,Tomato Basket,Food,16610.48,19631.06,22175.67,418
ITEM00255,Sneakers,Fashion,24521.71,27732.55,35656.26,839
ITEM00256,Garri 25kg,Food,33766.91,40151.56,50574.35,893
ITEM00257,Sneakers,Fashion,24439.92,26748.33,30674.02,79
ITEM00258,Beans 50kg,Food,74167.0,80349.44,93169.65,958
ITEM00259,Garri 25kg,Food,32619.62,36590.87,43041.95,248
ITEM00260,Bluetooth Speaker,Electronics,17127.98,19660.39,23220.56,793
ITEM00261,Plastic Chair,Fashion,11504.2,12909.7,16311.0,822
ITEM00262,Garri 25kg,Food,34897.72,41634.66,50498.96,561
ITEM00263,Tomato Basket,Food,16722.98,18571.95,22018.72,864
ITEM00264,LED Bulb,Household,2361.82,2630.47,3272.01,827
ITEM00265,Cooking Gas Cylinder,Household,30510.78,35275.93,42033.84,527
ITEM00266,Bluetooth Speaker,Electronics,19268.51,20818.92,23434.78,187
ITEM00267,Phone Charger,Electronics,4721.18,5511.07,6180.65,440
ITEM00268,Tomato Basket,Food,19999.46,22505.32,26223.01,901
ITEM00269,School Bag,Electronics,11574.53,13858.53,16915.36,210
ITEM00270,School Bag,Electronics,12046.65,14009.89,15788.71,999
ITEM00271,Tomato Basket,Food,17072.16,18544.9,22439.83,189
ITEM00272,Rice 50kg,Food,89368.01,97510.81,112519.86,668
ITEM00273,Garri 25kg,Food,34603.03,37737.38,46759.74,644
ITEM00274,Cooking Gas Cylinder,Household,30263.19,36143.77,39962.46,203
ITEM00275,Phone Charger,Electronics,5165.89,6003.21,7166.66,477
ITEM00276,Power Bank,Electronics,12911.64,14607.1,16220.5,152
ITEM00277,Phone Charger,Electronics,5013.98,5535.72,6455.22,371
ITEM00278,Plastic Chair,Fashion,11046.36,13088.13,14437.72,959
ITEM00279,Beans 50kg,Food,64954.59,71721.99,85623.13,63
ITEM00280,Beans 50kg,Food,62339.65,72613.32,91013.76,872
ITEM00281,Vegetable Oil 5L,Food,21684.56,25405.61,28455.4,680
ITEM00282,Power Bank,Electronics,11893.46,13265.47,16542.63,751
ITEM00283,Sneakers,Fashion,22909.41,26130.24,31796.3,289
ITEM00284,Power Bank,Electronics,12898.21,14275.21,17143.4,949
ITEM00285,Phone Charger,Electronics,4391.95,4943.02,6029.97,260
ITEM00286,LED Bulb,Household,2643.91,3161.63,3690.2,508
ITEM00287,Garri 25kg,Food,32737.7,38079.73,47297.61,46
ITEM00288,Bluetooth Speaker,Electronics,17199.76,20323.13,25524.49,888
ITEM00289,Bluetooth Speaker,Electronics,19218.28,22002.48,27627.29,707
ITEM00290,Power Bank,Electronics,13035.93,14452.73,16676.89,171
ITEM00291,Plastic Chair,Fashion,12108.35,14112.83,17369.81,665
ITEM00292,Vegetable Oil 5L,Food,21377.27,24371.55,27530.57,190
ITEM00293,Cooking Gas Cylinder,Household,37518.23,41315.89,49541.22,449
ITEM00294,Tomato Basket,Food,21784.15,24605.01,27078.45,517
ITEM00295,Bluetooth Speaker,Electronics,18767.65,21698.8,24708.8,931
ITEM00296,Power Bank,Electronics,13822.64,16148.16,19803.25,339
ITEM00297,Table Fan,Household,28026.81,31086.95,39631.9,22
ITEM00298,Phone Charger,Electronics,4588.74,5438.2,6035.35,438
ITEM00299,Vegetable Oil 5L,Food,25819.22,29060.72,35213.18,927
ITEM00300,Rice 50kg,Food,88651.73,98628.27,121051.9,800
ITEM00301,Yam Tubers,Food,28736.71,31708.5,40792.3,68
ITEM00302,Table Fan,Household,26938.95,31693.69,39015.84,62
ITEM00303,Rice 50kg,Food,71208.08,79931.05,89571.26,759
ITEM00304,LED Bulb,Household,2571.89,2926.84,3305.42,723
ITEM00305,Bluetooth Speaker,Electronics,15057.02,16664.19,20449.5,561
ITEM00306,Garri 25kg,Food,28626.31,33273.25,38035.45,97
ITEM00307,Tomato Basket,Food,18024.05,21155.25,27198.49,287
ITEM00308,Bluetooth Speaker,Electronics,18178.25,20372.93,26161.64,849
ITEM00309,Tomato Basket,Food,17197.71,20523.91,26470.32,148
ITEM00310,Beans 50kg,Food,62980.81,68250.62,79074.52,209
ITEM00311,Sneakers,Fashion,18996.76,20819.56,25886.84,457
ITEM00312,Sneakers,Fashion,24463.38,28148.9,34696.41,737
ITEM00313,Garri 25kg,Food,32799.6,38184.27,42274.6,829
ITEM00314,Vegetable Oil 5L,Food,21118.61,23443.38,27032.87,595
ITEM00315,Vegetable Oil 5L,Food,21032.95,24114.03,27522.63,497
ITEM00316,Sneakers,Fashion,22387.25,25033.57,29393.45,391
ITEM00317,Ankara Fabric,Fashion,14488.78,16611.26,21438.67,53
ITEM00318,Ankara Fabric,Fashion,15949.78,18487.7,23463.11,274
ITEM00319,LED Bulb,Household,2450.95,2933.15,3398.59,222
ITEM00320,Plastic Chair,Fashion,12396.93,14066.6,16964.4,66
ITEM00321,Tomato Basket,Food,17790.51,20597.6,23449.41,747
ITEM00322,Beans 50kg,Food,73762.05,84779.5,97961.59,359
ITEM00323,School Bag,Electronics,9095.27,10169.48,11318.64,514
ITEM00324,LED Bulb,Household,2841.9,3155.55,3876.66,208
ITEM00325,Cooking Gas Cylinder,Household,40047.95,47999.25,59105.52,595
ITEM00326,Palm Oil 25L,Food,63231.62,69859.7,88561.17,144
ITEM00327,Vegetable Oil 5L,Food,24244.31,28483.02,36296.21,680
ITEM00328,Rice 50kg,Food,75111.84,82442.04,93325.37,741
ITEM00329,Garri 25kg,Food,33906.4,39891.63,49809.02,318
ITEM00330,Bluetooth Speaker,Electronics,18205.41,20067.59,22615.0,220
ITEM00331,Bluetooth Speaker,Electronics,15581.97,18636.95,21893.62,782
ITEM00332,Yam Tubers,Food,24634.11,28632.69,34448.2,230
ITEM00333,Tomato Basket,Food,18787.95,20494.17,22746.35,186
ITEM00334,Table Fan,Household,29643.93,34481.26,39010.47,347
ITEM00335,Phone Charger,Electronics,5064.74,5836.78,6736.94,966
ITEM00336,Plastic Chair,Fashion,11472.45,12854.95,14468.35,468
ITEM00337,Cooking Gas Cylinder,Household,36573.19,40643.36,52300.65,270
ITEM00338,Tomato Basket,Food,17691.68,20632.94,23886.01,518
ITEM00339,Palm Oil 25L,Food,56729.29,66314.46,79592.89,354
ITEM00340,Cooking Gas Cylinder,Household,30229.45,33834.76,43961.74,667
ITEM00341,School Bag,Electronics,11403.86,13515.26,16398.45,444
ITEM00342,Vegetable Oil 5L,Food,24007.54,26702.61,31570.47,592
ITEM00343,School Bag,Electronics,10305.45,11216.29,14423.68,441
ITEM00344,Power Bank,Electronics,12468.69,14363.74,16439.29,486
ITEM00345,LED Bulb,Household,2282.07,2493.96,2832.89,452
ITEM00346,Vegetable Oil 5L,Food,25145.49,27991.95,33788.33,400
ITEM00347,Cooking Gas Cylinder,Household,32191.81,36726.42,43537.72,964
ITEM00348,LED Bulb,Household,2173.16,2421.69,3049.86,273
ITEM00349,Palm Oil 25L,Food,63734.88,70478.0,78117.96,807
ITEM00350,Garri 25kg,Food,29851.17,34758.17,42528.19,712
ITEM00351,Bluetooth Speaker,Electronics,16389.2,18776.12,23322.5,532
ITEM00352,Rice 50kg,Food,80310.43,94828.25,122744.11,324
ITEM00353,Tomato Basket,Food,20795.76,23909.89,26997.92,488
ITEM00354,Phone Charger,Electronics,4542.01,5168.86,5940.31,851
ITEM00355,Cooking Gas Cylinder,Household,37709.38,41908.35,53914.61,190
ITEM00356,Cooking Gas Cylinder,Household,39615.22,46549.78,57075.89,590
ITEM00357,Garri 25kg,Food,32496.07,35863.46,39722.72,767
ITEM00358,LED Bulb,Household,2448.76,2715.84,3029.44,637
ITEM00359,Beans 50kg,Food,75203.58,88814.73,111647.94,152
ITEM00360,Ankara Fabric,Fashion,15304.22,17889.77,21709.14,513
ITEM00361,Table Fan,Household,26306.86,30346.14,36812.39,191
ITEM00362,LED Bulb,Household,2518.96,2732.24,3486.27,929
ITEM00363,Palm Oil 25L,Food,55773.69,61087.3,70141.63,358
ITEM00364,LED Bulb,Household,2203.19,2511.62,2843.37,427
ITEM00365,Beans 50kg,Food,68211.89,79777.95,97549.38,858
ITEM00366,Power Bank,Electronics,11976.62,13601.75,17362.43,432
ITEM00367,Phone Charger,Electronics,4671.04,5054.41,5827.99,202
ITEM00368,Tomato Basket,Food,19324.52,21297.8,26329.59,894
ITEM00369,Rice 50kg,Food,92595.5,106545.19,120446.76,651
ITEM00370,Plastic Chair,Fashion,9469.53,11015.97,12496.31,608
ITEM00371,Tomato Basket,Food,19692.31,21346.69,27330.21,84
ITEM00372,Sneakers,Fashion,21721.05,23571.68,26484.98,454
ITEM00373,Yam Tubers,Food,21401.96,23785.22,26279.56,464
ITEM00374,Yam Tubers,Food,23121.61,25203.02,31629.49,269
ITEM00375,LED Bulb,Household,2213.86,2534.95,2972.23,568
ITEM00376,Beans 50kg,Food,64052.68,70127.7,82703.83,252
ITEM00377,Ankara Fabric,Fashion,14451.75,16732.04,21081.89,476
ITEM00378,Ankara Fabric,Fashion,15041.07,17647.2,20046.99,803
ITEM00379,Yam Tubers,Food,25217.8,30172.13,37113.7,737
ITEM00380,Vegetable Oil 5L,Food,20832.28,24869.76,28916.21,286
ITEM00381,Rice 50kg,Food,73681.99,81993.6,91902.82,215
